# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-04-18 20:31:20 -04:00	(natwebsdas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11113000 SESPE C NR FILLMORE
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 11113000
#    TS_ID       Parameter Description
#    14414       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     Rat  Rating being developed.
#
agency_cd	site_no	datetime	tz_cd	14414_00060	14414_00060_cd
USGS	11113000	2023-01-28 05:30	PST	263	P
USGS	11113000	2023-01-28 05:45	PST	263	P
USGS	11113000	2023-01-28 06:00	PST	263	P
USGS	11113000	2023-01-28 06:15	PST	263	P
USGS	11113000	2023-01-28 06:30	PST	263	P
USGS	11113000	2023-01-28 06:45	PST	263	P
USGS	11113000	2023-01-28 07:00	PST	263	P
USGS	11113000	2023-01-28 07:15	PST	263	P
USGS	11113000	2023-01-28 07:30	PST	263	P
USGS	11113000	2023-01-28 07:45	PST	260	P
USGS	11113000	2023-01-28 08:00	PST	263	P
USGS	11113000	2023-01-28 08:15	PST	263	P
USGS	11113000	2023-01-28 08:30	PST	263	P
USGS	11113000	2023-01-28 08:45	PST	263	P
USGS	11113000	2023-01-28 09:00	PST	263	P
USGS	11113000	2023-01-28 09:15	PST	260	P
USGS	11113000	2023-01-28 09:30	PST	263	P
USGS	11113000	2023-01-28 09:45	PST	263	P
USGS	11113000	2023-01-28 10:00	PST	260	P
USGS	11113000	2023-01-28 10:15	PST	262	P
USGS	11113000	2023-01-28 10:30	PST	260	P
USGS	11113000	2023-01-28 10:45	PST	260	P
USGS	11113000	2023-01-28 11:00	PST	262	P
USGS	11113000	2023-01-28 11:15	PST	262	P
USGS	11113000	2023-01-28 11:30	PST	259	P
USGS	11113000	2023-01-28 11:45	PST	259	P
USGS	11113000	2023-01-28 12:00	PST	259	P
USGS	11113000	2023-01-28 12:15	PST	259	P
USGS	11113000	2023-01-28 12:30	PST	262	P
USGS	11113000	2023-01-28 12:45	PST	259	P
USGS	11113000	2023-01-28 13:00	PST	259	P
USGS	11113000	2023-01-28 13:15	PST	259	P
USGS	11113000	2023-01-28 13:30	PST	259	P
USGS	11113000	2023-01-28 13:45	PST	259	P
USGS	11113000	2023-01-28 14:00	PST	259	P
USGS	11113000	2023-01-28 14:15	PST	259	P
USGS	11113000	2023-01-28 14:30	PST	259	P
USGS	11113000	2023-01-28 14:45	PST	259	P
USGS	11113000	2023-01-28 15:00	PST	259	P
USGS	11113000	2023-01-28 15:15	PST	259	P
USGS	11113000	2023-01-28 15:30	PST	259	P
USGS	11113000	2023-01-28 15:45	PST	259	P
USGS	11113000	2023-01-28 16:00	PST	259	P
USGS	11113000	2023-01-28 16:15	PST	259	P
USGS	11113000	2023-01-28 16:30	PST	256	P
USGS	11113000	2023-01-28 16:45	PST	259	P
USGS	11113000	2023-01-28 17:00	PST	256	P
USGS	11113000	2023-01-28 17:15	PST	256	P
USGS	11113000	2023-01-28 17:30	PST	256	P
USGS	11113000	2023-01-28 17:45	PST	256	P
USGS	11113000	2023-01-28 18:00	PST	256	P
USGS	11113000	2023-01-28 18:15	PST	256	P
USGS	11113000	2023-01-28 18:30	PST	256	P
USGS	11113000	2023-01-28 18:45	PST	256	P
USGS	11113000	2023-01-28 19:00	PST	256	P
USGS	11113000	2023-01-28 19:15	PST	255	P
USGS	11113000	2023-01-28 19:30	PST	253	P
USGS	11113000	2023-01-28 19:45	PST	253	P
USGS	11113000	2023-01-28 20:00	PST	253	P
USGS	11113000	2023-01-28 20:15	PST	252	P
USGS	11113000	2023-01-28 20:30	PST	252	P
USGS	11113000	2023-01-28 20:45	PST	252	P
USGS	11113000	2023-01-28 21:00	PST	252	P
USGS	11113000	2023-01-28 21:15	PST	252	P
USGS	11113000	2023-01-28 21:30	PST	252	P
USGS	11113000	2023-01-28 21:45	PST	252	P
USGS	11113000	2023-01-28 22:00	PST	252	P
USGS	11113000	2023-01-28 22:15	PST	252	P
USGS	11113000	2023-01-28 22:30	PST	249	P
USGS	11113000	2023-01-28 22:45	PST	252	P
USGS	11113000	2023-01-28 23:00	PST	252	P
USGS	11113000	2023-01-28 23:15	PST	252	P
USGS	11113000	2023-01-28 23:30	PST	252	P
USGS	11113000	2023-01-28 23:45	PST	252	P
USGS	11113000	2023-01-29 00:00	PST	252	P
USGS	11113000	2023-01-29 00:15	PST	252	P
USGS	11113000	2023-01-29 00:30	PST	252	P
USGS	11113000	2023-01-29 00:45	PST	252	P
USGS	11113000	2023-01-29 01:00	PST	252	P
USGS	11113000	2023-01-29 01:15	PST	252	P
USGS	11113000	2023-01-29 01:30	PST	249	P
USGS	11113000	2023-01-29 01:45	PST	249	P
USGS	11113000	2023-01-29 02:00	PST	249	P
USGS	11113000	2023-01-29 02:15	PST	249	P
USGS	11113000	2023-01-29 02:30	PST	249	P
USGS	11113000	2023-01-29 02:45	PST	249	P
USGS	11113000	2023-01-29 03:00	PST	249	P
USGS	11113000	2023-01-29 03:15	PST	249	P
USGS	11113000	2023-01-29 03:30	PST	249	P
USGS	11113000	2023-01-29 03:45	PST	251	P
USGS	11113000	2023-01-29 04:00	PST	249	P
USGS	11113000	2023-01-29 04:15	PST	249	P
USGS	11113000	2023-01-29 04:30	PST	249	P
USGS	11113000	2023-01-29 04:45	PST	246	P
USGS	11113000	2023-01-29 05:00	PST	248	P
USGS	11113000	2023-01-29 05:15	PST	248	P
USGS	11113000	2023-01-29 05:30	PST	248	P
USGS	11113000	2023-01-29 05:45	PST	248	P
USGS	11113000	2023-01-29 06:00	PST	248	P
USGS	11113000	2023-01-29 06:15	PST	248	P
USGS	11113000	2023-01-29 06:30	PST	248	P
USGS	11113000	2023-01-29 06:45	PST	245	P
USGS	11113000	2023-01-29 07:00	PST	245	P
USGS	11113000	2023-01-29 07:15	PST	245	P
USGS	11113000	2023-01-29 07:30	PST	245	P
USGS	11113000	2023-01-29 07:45	PST	245	P
USGS	11113000	2023-01-29 08:00	PST	248	P
USGS	11113000	2023-01-29 08:15	PST	245	P
USGS	11113000	2023-01-29 08:30	PST	245	P
USGS	11113000	2023-01-29 08:45	PST	245	P
USGS	11113000	2023-01-29 09:00	PST	245	P
USGS	11113000	2023-01-29 09:15	PST	245	P
USGS	11113000	2023-01-29 09:30	PST	245	P
USGS	11113000	2023-01-29 09:45	PST	245	P
USGS	11113000	2023-01-29 10:00	PST	245	P
USGS	11113000	2023-01-29 10:15	PST	245	P
USGS	11113000	2023-01-29 10:30	PST	245	P
USGS	11113000	2023-01-29 10:45	PST	245	P
USGS	11113000	2023-01-29 11:00	PST	245	P
USGS	11113000	2023-01-29 11:15	PST	248	P
USGS	11113000	2023-01-29 11:30	PST	245	P
USGS	11113000	2023-01-29 11:45	PST	245	P
USGS	11113000	2023-01-29 12:00	PST	245	P
USGS	11113000	2023-01-29 12:15	PST	245	P
USGS	11113000	2023-01-29 12:30	PST	245	P
USGS	11113000	2023-01-29 12:45	PST	245	P
USGS	11113000	2023-01-29 13:00	PST	245	P
USGS	11113000	2023-01-29 13:15	PST	245	P
USGS	11113000	2023-01-29 13:30	PST	245	P
USGS	11113000	2023-01-29 13:45	PST	244	P
USGS	11113000	2023-01-29 14:00	PST	244	P
USGS	11113000	2023-01-29 14:15	PST	242	P
USGS	11113000	2023-01-29 14:30	PST	244	P
USGS	11113000	2023-01-29 14:45	PST	244	P
USGS	11113000	2023-01-29 15:00	PST	242	P
USGS	11113000	2023-01-29 15:15	PST	242	P
USGS	11113000	2023-01-29 15:30	PST	244	P
USGS	11113000	2023-01-29 15:45	PST	244	P
USGS	11113000	2023-01-29 16:00	PST	244	P
USGS	11113000	2023-01-29 16:15	PST	244	P
USGS	11113000	2023-01-29 16:30	PST	241	P
USGS	11113000	2023-01-29 16:45	PST	244	P
USGS	11113000	2023-01-29 17:00	PST	244	P
USGS	11113000	2023-01-29 17:15	PST	244	P
USGS	11113000	2023-01-29 17:30	PST	244	P
USGS	11113000	2023-01-29 17:45	PST	241	P
USGS	11113000	2023-01-29 18:00	PST	241	P
USGS	11113000	2023-01-29 18:15	PST	241	P
USGS	11113000	2023-01-29 18:30	PST	241	P
USGS	11113000	2023-01-29 18:45	PST	244	P
USGS	11113000	2023-01-29 19:00	PST	241	P
USGS	11113000	2023-01-29 19:15	PST	241	P
USGS	11113000	2023-01-29 19:30	PST	241	P
USGS	11113000	2023-01-29 19:45	PST	241	P
USGS	11113000	2023-01-29 20:00	PST	241	P
USGS	11113000	2023-01-29 20:15	PST	241	P
USGS	11113000	2023-01-29 20:30	PST	241	P
USGS	11113000	2023-01-29 20:45	PST	241	P
USGS	11113000	2023-01-29 21:00	PST	241	P
USGS	11113000	2023-01-29 21:15	PST	244	P
USGS	11113000	2023-01-29 21:30	PST	243	P
USGS	11113000	2023-01-29 21:45	PST	243	P
USGS	11113000	2023-01-29 22:00	PST	243	P
USGS	11113000	2023-01-29 22:15	PST	243	P
USGS	11113000	2023-01-29 22:30	PST	246	P
USGS	11113000	2023-01-29 22:45	PST	243	P
USGS	11113000	2023-01-29 23:00	PST	246	P
USGS	11113000	2023-01-29 23:15	PST	243	P
USGS	11113000	2023-01-29 23:30	PST	246	P
USGS	11113000	2023-01-29 23:45	PST	246	P
USGS	11113000	2023-01-30 00:00	PST	246	P
USGS	11113000	2023-01-30 00:15	PST	246	P
USGS	11113000	2023-01-30 00:30	PST	249	P
USGS	11113000	2023-01-30 00:45	PST	252	P
USGS	11113000	2023-01-30 01:00	PST	251	P
USGS	11113000	2023-01-30 01:15	PST	251	P
USGS	11113000	2023-01-30 01:30	PST	251	P
USGS	11113000	2023-01-30 01:45	PST	251	P
USGS	11113000	2023-01-30 02:00	PST	251	P
USGS	11113000	2023-01-30 02:15	PST	248	P
USGS	11113000	2023-01-30 02:30	PST	248	P
USGS	11113000	2023-01-30 02:45	PST	248	P
USGS	11113000	2023-01-30 03:00	PST	246	P
USGS	11113000	2023-01-30 03:15	PST	248	P
USGS	11113000	2023-01-30 03:30	PST	248	P
USGS	11113000	2023-01-30 03:45	PST	248	P
USGS	11113000	2023-01-30 04:00	PST	248	P
USGS	11113000	2023-01-30 04:15	PST	248	P
USGS	11113000	2023-01-30 04:30	PST	251	P
USGS	11113000	2023-01-30 04:45	PST	251	P
USGS	11113000	2023-01-30 05:00	PST	251	P
USGS	11113000	2023-01-30 05:15	PST	248	P
USGS	11113000	2023-01-30 05:30	PST	248	P
USGS	11113000	2023-01-30 05:45	PST	251	P
USGS	11113000	2023-01-30 06:00	PST	248	P
USGS	11113000	2023-01-30 06:15	PST	248	P
USGS	11113000	2023-01-30 06:30	PST	248	P
USGS	11113000	2023-01-30 06:45	PST	248	P
USGS	11113000	2023-01-30 07:00	PST	251	P
USGS	11113000	2023-01-30 07:15	PST	251	P
USGS	11113000	2023-01-30 07:30	PST	248	P
USGS	11113000	2023-01-30 07:45	PST	248	P
USGS	11113000	2023-01-30 08:00	PST	248	P
USGS	11113000	2023-01-30 08:15	PST	248	P
USGS	11113000	2023-01-30 08:30	PST	250	P
USGS	11113000	2023-01-30 08:45	PST	250	P
USGS	11113000	2023-01-30 09:00	PST	250	P
USGS	11113000	2023-01-30 09:15	PST	250	P
USGS	11113000	2023-01-30 09:30	PST	248	P
USGS	11113000	2023-01-30 09:45	PST	250	P
USGS	11113000	2023-01-30 10:00	PST	247	P
USGS	11113000	2023-01-30 10:15	PST	250	P
USGS	11113000	2023-01-30 10:30	PST	250	P
USGS	11113000	2023-01-30 10:45	PST	250	P
USGS	11113000	2023-01-30 11:00	PST	250	P
USGS	11113000	2023-01-30 11:15	PST	250	P
USGS	11113000	2023-01-30 11:30	PST	250	P
USGS	11113000	2023-01-30 11:45	PST	250	P
USGS	11113000	2023-01-30 12:00	PST	250	P
USGS	11113000	2023-01-30 12:15	PST	250	P
USGS	11113000	2023-01-30 12:30	PST	250	P
USGS	11113000	2023-01-30 12:45	PST	250	P
USGS	11113000	2023-01-30 13:00	PST	247	P
USGS	11113000	2023-01-30 13:15	PST	250	P
USGS	11113000	2023-01-30 13:30	PST	250	P
USGS	11113000	2023-01-30 13:45	PST	250	P
USGS	11113000	2023-01-30 14:00	PST	250	P
USGS	11113000	2023-01-30 14:15	PST	250	P
USGS	11113000	2023-01-30 14:30	PST	247	P
USGS	11113000	2023-01-30 14:45	PST	247	P
USGS	11113000	2023-01-30 15:00	PST	247	P
USGS	11113000	2023-01-30 15:15	PST	244	P
USGS	11113000	2023-01-30 15:30	PST	247	P
USGS	11113000	2023-01-30 15:45	PST	247	P
USGS	11113000	2023-01-30 16:00	PST	244	P
USGS	11113000	2023-01-30 16:15	PST	244	P
USGS	11113000	2023-01-30 16:30	PST	247	P
USGS	11113000	2023-01-30 16:45	PST	244	P
USGS	11113000	2023-01-30 17:00	PST	244	P
USGS	11113000	2023-01-30 17:15	PST	244	P
USGS	11113000	2023-01-30 17:30	PST	244	P
USGS	11113000	2023-01-30 17:45	PST	244	P
USGS	11113000	2023-01-30 18:00	PST	244	P
USGS	11113000	2023-01-30 18:15	PST	244	P
USGS	11113000	2023-01-30 18:30	PST	244	P
USGS	11113000	2023-01-30 18:45	PST	243	P
USGS	11113000	2023-01-30 19:00	PST	243	P
USGS	11113000	2023-01-30 19:15	PST	243	P
USGS	11113000	2023-01-30 19:30	PST	243	P
USGS	11113000	2023-01-30 19:45	PST	243	P
USGS	11113000	2023-01-30 20:00	PST	243	P
USGS	11113000	2023-01-30 20:15	PST	240	P
USGS	11113000	2023-01-30 20:30	PST	240	P
USGS	11113000	2023-01-30 20:45	PST	240	P
USGS	11113000	2023-01-30 21:00	PST	240	P
USGS	11113000	2023-01-30 21:15	PST	238	P
USGS	11113000	2023-01-30 21:30	PST	238	P
USGS	11113000	2023-01-30 21:45	PST	240	P
USGS	11113000	2023-01-30 22:00	PST	240	P
USGS	11113000	2023-01-30 22:15	PST	237	P
USGS	11113000	2023-01-30 22:30	PST	237	P
USGS	11113000	2023-01-30 22:45	PST	235	P
USGS	11113000	2023-01-30 23:00	PST	237	P
USGS	11113000	2023-01-30 23:15	PST	237	P
USGS	11113000	2023-01-30 23:30	PST	237	P
USGS	11113000	2023-01-30 23:45	PST	237	P
USGS	11113000	2023-01-31 00:00	PST	237	P
USGS	11113000	2023-01-31 00:15	PST	237	P
USGS	11113000	2023-01-31 00:30	PST	237	P
USGS	11113000	2023-01-31 00:45	PST	237	P
USGS	11113000	2023-01-31 01:00	PST	234	P
USGS	11113000	2023-01-31 01:15	PST	237	P
USGS	11113000	2023-01-31 01:30	PST	234	P
USGS	11113000	2023-01-31 01:45	PST	234	P
USGS	11113000	2023-01-31 02:00	PST	237	P
USGS	11113000	2023-01-31 02:15	PST	234	P
USGS	11113000	2023-01-31 02:30	PST	234	P
USGS	11113000	2023-01-31 02:45	PST	234	P
USGS	11113000	2023-01-31 03:00	PST	234	P
USGS	11113000	2023-01-31 03:15	PST	234	P
USGS	11113000	2023-01-31 03:30	PST	231	P
USGS	11113000	2023-01-31 03:45	PST	234	P
USGS	11113000	2023-01-31 04:00	PST	234	P
USGS	11113000	2023-01-31 04:15	PST	231	P
USGS	11113000	2023-01-31 04:30	PST	234	P
USGS	11113000	2023-01-31 04:45	PST	231	P
USGS	11113000	2023-01-31 05:00	PST	231	P
USGS	11113000	2023-01-31 05:15	PST	231	P
USGS	11113000	2023-01-31 05:30	PST	231	P
USGS	11113000	2023-01-31 05:45	PST	231	P
USGS	11113000	2023-01-31 06:00	PST	231	P
USGS	11113000	2023-01-31 06:15	PST	231	P
USGS	11113000	2023-01-31 06:30	PST	231	P
USGS	11113000	2023-01-31 06:45	PST	231	P
USGS	11113000	2023-01-31 07:00	PST	231	P
USGS	11113000	2023-01-31 07:15	PST	231	P
USGS	11113000	2023-01-31 07:30	PST	228	P
USGS	11113000	2023-01-31 07:45	PST	228	P
USGS	11113000	2023-01-31 08:00	PST	231	P
USGS	11113000	2023-01-31 08:15	PST	231	P
USGS	11113000	2023-01-31 08:30	PST	228	P
USGS	11113000	2023-01-31 08:45	PST	228	P
USGS	11113000	2023-01-31 09:00	PST	231	P
USGS	11113000	2023-01-31 09:15	PST	228	P
USGS	11113000	2023-01-31 09:30	PST	231	P
USGS	11113000	2023-01-31 09:45	PST	228	P
USGS	11113000	2023-01-31 10:00	PST	228	P
USGS	11113000	2023-01-31 10:15	PST	228	P
USGS	11113000	2023-01-31 10:30	PST	228	P
USGS	11113000	2023-01-31 10:45	PST	228	P
USGS	11113000	2023-01-31 11:00	PST	228	P
USGS	11113000	2023-01-31 11:15	PST	228	P
USGS	11113000	2023-01-31 11:30	PST	228	P
USGS	11113000	2023-01-31 11:45	PST	225	P
USGS	11113000	2023-01-31 12:00	PST	225	P
USGS	11113000	2023-01-31 12:15	PST	225	P
USGS	11113000	2023-01-31 12:30	PST	225	P
USGS	11113000	2023-01-31 12:45	PST	225	P
USGS	11113000	2023-01-31 13:00	PST	225	P
USGS	11113000	2023-01-31 13:15	PST	225	P
USGS	11113000	2023-01-31 13:30	PST	225	P
USGS	11113000	2023-01-31 13:45	PST	222	P
USGS	11113000	2023-01-31 14:00	PST	222	P
USGS	11113000	2023-01-31 14:15	PST	222	P
USGS	11113000	2023-01-31 14:30	PST	219	P
USGS	11113000	2023-01-31 14:45	PST	222	P
USGS	11113000	2023-01-31 15:00	PST	225	P
USGS	11113000	2023-01-31 15:15	PST	222	P
USGS	11113000	2023-01-31 15:30	PST	222	P
USGS	11113000	2023-01-31 15:45	PST	219	P
USGS	11113000	2023-01-31 16:00	PST	222	P
USGS	11113000	2023-01-31 16:15	PST	219	P
USGS	11113000	2023-01-31 16:30	PST	222	P
USGS	11113000	2023-01-31 16:45	PST	222	P
USGS	11113000	2023-01-31 17:00	PST	219	P
USGS	11113000	2023-01-31 17:15	PST	219	P
USGS	11113000	2023-01-31 17:30	PST	222	P
USGS	11113000	2023-01-31 17:45	PST	219	P
USGS	11113000	2023-01-31 18:00	PST	219	P
USGS	11113000	2023-01-31 18:15	PST	221	P
USGS	11113000	2023-01-31 18:30	PST	219	P
USGS	11113000	2023-01-31 18:45	PST	219	P
USGS	11113000	2023-01-31 19:00	PST	219	P
USGS	11113000	2023-01-31 19:15	PST	219	P
USGS	11113000	2023-01-31 19:30	PST	219	P
USGS	11113000	2023-01-31 19:45	PST	216	P
USGS	11113000	2023-01-31 20:00	PST	216	P
USGS	11113000	2023-01-31 20:15	PST	216	P
USGS	11113000	2023-01-31 20:30	PST	216	P
USGS	11113000	2023-01-31 20:45	PST	216	P
USGS	11113000	2023-01-31 21:00	PST	216	P
USGS	11113000	2023-01-31 21:15	PST	216	P
USGS	11113000	2023-01-31 21:30	PST	216	P
USGS	11113000	2023-01-31 21:45	PST	216	P
USGS	11113000	2023-01-31 22:00	PST	216	P
USGS	11113000	2023-01-31 22:15	PST	216	P
USGS	11113000	2023-01-31 22:30	PST	216	P
USGS	11113000	2023-01-31 22:45	PST	216	P
USGS	11113000	2023-01-31 23:00	PST	213	P
USGS	11113000	2023-01-31 23:15	PST	216	P
USGS	11113000	2023-01-31 23:30	PST	213	P
USGS	11113000	2023-01-31 23:45	PST	216	P
USGS	11113000	2023-02-01 00:00	PST	216	P
USGS	11113000	2023-02-01 00:15	PST	213	P
USGS	11113000	2023-02-01 00:30	PST	213	P
USGS	11113000	2023-02-01 00:45	PST	215	P
USGS	11113000	2023-02-01 01:00	PST	213	P
USGS	11113000	2023-02-01 01:15	PST	213	P
USGS	11113000	2023-02-01 01:30	PST	215	P
USGS	11113000	2023-02-01 01:45	PST	213	P
USGS	11113000	2023-02-01 02:00	PST	213	P
USGS	11113000	2023-02-01 02:15	PST	213	P
USGS	11113000	2023-02-01 02:30	PST	213	P
USGS	11113000	2023-02-01 02:45	PST	213	P
USGS	11113000	2023-02-01 03:00	PST	213	P
USGS	11113000	2023-02-01 03:15	PST	210	P
USGS	11113000	2023-02-01 03:30	PST	213	P
USGS	11113000	2023-02-01 03:45	PST	210	P
USGS	11113000	2023-02-01 04:00	PST	212	P
USGS	11113000	2023-02-01 04:15	PST	210	P
USGS	11113000	2023-02-01 04:30	PST	212	P
USGS	11113000	2023-02-01 04:45	PST	210	P
USGS	11113000	2023-02-01 05:00	PST	210	P
USGS	11113000	2023-02-01 05:15	PST	210	P
USGS	11113000	2023-02-01 05:30	PST	210	P
USGS	11113000	2023-02-01 05:45	PST	210	P
USGS	11113000	2023-02-01 06:00	PST	210	P
USGS	11113000	2023-02-01 06:15	PST	210	P
USGS	11113000	2023-02-01 06:30	PST	210	P
USGS	11113000	2023-02-01 06:45	PST	210	P
USGS	11113000	2023-02-01 07:00	PST	210	P
USGS	11113000	2023-02-01 07:15	PST	207	P
USGS	11113000	2023-02-01 07:30	PST	209	P
USGS	11113000	2023-02-01 07:45	PST	209	P
USGS	11113000	2023-02-01 08:00	PST	209	P
USGS	11113000	2023-02-01 08:15	PST	209	P
USGS	11113000	2023-02-01 08:30	PST	209	P
USGS	11113000	2023-02-01 08:45	PST	209	P
USGS	11113000	2023-02-01 09:00	PST	209	P
USGS	11113000	2023-02-01 09:15	PST	209	P
USGS	11113000	2023-02-01 09:30	PST	209	P
USGS	11113000	2023-02-01 09:45	PST	209	P
USGS	11113000	2023-02-01 10:00	PST	209	P
USGS	11113000	2023-02-01 10:15	PST	209	P
USGS	11113000	2023-02-01 10:30	PST	209	P
USGS	11113000	2023-02-01 10:45	PST	209	P
USGS	11113000	2023-02-01 11:00	PST	209	P
USGS	11113000	2023-02-01 11:15	PST	209	P
USGS	11113000	2023-02-01 11:30	PST	209	P
USGS	11113000	2023-02-01 11:45	PST	209	P
USGS	11113000	2023-02-01 12:00	PST	206	P
USGS	11113000	2023-02-01 12:15	PST	206	P
USGS	11113000	2023-02-01 12:30	PST	206	P
USGS	11113000	2023-02-01 12:45	PST	206	P
USGS	11113000	2023-02-01 13:00	PST	206	P
USGS	11113000	2023-02-01 13:15	PST	206	P
USGS	11113000	2023-02-01 13:30	PST	206	P
USGS	11113000	2023-02-01 13:45	PST	209	P
USGS	11113000	2023-02-01 14:00	PST	206	P
USGS	11113000	2023-02-01 14:15	PST	206	P
USGS	11113000	2023-02-01 14:30	PST	206	P
USGS	11113000	2023-02-01 14:45	PST	206	P
USGS	11113000	2023-02-01 15:00	PST	206	P
USGS	11113000	2023-02-01 15:15	PST	206	P
USGS	11113000	2023-02-01 15:30	PST	203	P
USGS	11113000	2023-02-01 15:45	PST	206	P
USGS	11113000	2023-02-01 16:00	PST	206	P
USGS	11113000	2023-02-01 16:15	PST	206	P
USGS	11113000	2023-02-01 16:30	PST	203	P
USGS	11113000	2023-02-01 16:45	PST	203	P
USGS	11113000	2023-02-01 17:00	PST	203	P
USGS	11113000	2023-02-01 17:15	PST	203	P
USGS	11113000	2023-02-01 17:30	PST	206	P
USGS	11113000	2023-02-01 17:45	PST	203	P
USGS	11113000	2023-02-01 18:00	PST	203	P
USGS	11113000	2023-02-01 18:15	PST	203	P
USGS	11113000	2023-02-01 18:30	PST	203	P
USGS	11113000	2023-02-01 18:45	PST	201	P
USGS	11113000	2023-02-01 19:00	PST	203	P
USGS	11113000	2023-02-01 19:15	PST	203	P
USGS	11113000	2023-02-01 19:30	PST	203	P
USGS	11113000	2023-02-01 19:45	PST	203	P
USGS	11113000	2023-02-01 20:00	PST	203	P
USGS	11113000	2023-02-01 20:15	PST	200	P
USGS	11113000	2023-02-01 20:30	PST	200	P
USGS	11113000	2023-02-01 20:45	PST	200	P
USGS	11113000	2023-02-01 21:00	PST	200	P
USGS	11113000	2023-02-01 21:15	PST	203	P
USGS	11113000	2023-02-01 21:30	PST	200	P
USGS	11113000	2023-02-01 21:45	PST	200	P
USGS	11113000	2023-02-01 22:00	PST	200	P
USGS	11113000	2023-02-01 22:15	PST	200	P
USGS	11113000	2023-02-01 22:30	PST	200	P
USGS	11113000	2023-02-01 22:45	PST	200	P
USGS	11113000	2023-02-01 23:00	PST	200	P
USGS	11113000	2023-02-01 23:15	PST	200	P
USGS	11113000	2023-02-01 23:30	PST	200	P
USGS	11113000	2023-02-01 23:45	PST	200	P
USGS	11113000	2023-02-02 00:00	PST	200	P
USGS	11113000	2023-02-02 00:15	PST	200	P
USGS	11113000	2023-02-02 00:30	PST	197	P
USGS	11113000	2023-02-02 00:45	PST	200	P
USGS	11113000	2023-02-02 01:00	PST	197	P
USGS	11113000	2023-02-02 01:15	PST	197	P
USGS	11113000	2023-02-02 01:30	PST	197	P
USGS	11113000	2023-02-02 01:45	PST	197	P
USGS	11113000	2023-02-02 02:00	PST	197	P
USGS	11113000	2023-02-02 02:15	PST	197	P
USGS	11113000	2023-02-02 02:30	PST	197	P
USGS	11113000	2023-02-02 02:45	PST	197	P
USGS	11113000	2023-02-02 03:00	PST	197	P
USGS	11113000	2023-02-02 03:15	PST	200	P
USGS	11113000	2023-02-02 03:30	PST	197	P
USGS	11113000	2023-02-02 03:45	PST	200	P
USGS	11113000	2023-02-02 04:00	PST	195	P
USGS	11113000	2023-02-02 04:15	PST	197	P
USGS	11113000	2023-02-02 04:30	PST	197	P
USGS	11113000	2023-02-02 04:45	PST	197	P
USGS	11113000	2023-02-02 05:00	PST	197	P
USGS	11113000	2023-02-02 05:15	PST	197	P
USGS	11113000	2023-02-02 05:30	PST	197	P
USGS	11113000	2023-02-02 05:45	PST	197	P
USGS	11113000	2023-02-02 06:00	PST	197	P
USGS	11113000	2023-02-02 06:15	PST	194	P
USGS	11113000	2023-02-02 06:30	PST	194	P
USGS	11113000	2023-02-02 06:45	PST	197	P
USGS	11113000	2023-02-02 07:00	PST	194	P
USGS	11113000	2023-02-02 07:15	PST	194	P
USGS	11113000	2023-02-02 07:30	PST	194	P
USGS	11113000	2023-02-02 07:45	PST	197	P
USGS	11113000	2023-02-02 08:00	PST	194	P
USGS	11113000	2023-02-02 08:15	PST	194	P
USGS	11113000	2023-02-02 08:30	PST	194	P
USGS	11113000	2023-02-02 08:45	PST	196	P
USGS	11113000	2023-02-02 09:00	PST	196	P
USGS	11113000	2023-02-02 09:15	PST	194	P
USGS	11113000	2023-02-02 09:30	PST	196	P
USGS	11113000	2023-02-02 09:45	PST	196	P
USGS	11113000	2023-02-02 10:00	PST	194	P
USGS	11113000	2023-02-02 10:15	PST	194	P
USGS	11113000	2023-02-02 10:30	PST	196	P
USGS	11113000	2023-02-02 10:45	PST	194	P
USGS	11113000	2023-02-02 11:00	PST	194	P
USGS	11113000	2023-02-02 11:15	PST	196	P
USGS	11113000	2023-02-02 11:30	PST	194	P
USGS	11113000	2023-02-02 11:45	PST	194	P
USGS	11113000	2023-02-02 12:00	PST	194	P
USGS	11113000	2023-02-02 12:15	PST	194	P
USGS	11113000	2023-02-02 12:30	PST	194	P
USGS	11113000	2023-02-02 12:45	PST	196	P
USGS	11113000	2023-02-02 13:00	PST	196	P
USGS	11113000	2023-02-02 13:15	PST	196	P
USGS	11113000	2023-02-02 13:30	PST	194	P
USGS	11113000	2023-02-02 13:45	PST	193	P
USGS	11113000	2023-02-02 14:00	PST	193	P
USGS	11113000	2023-02-02 14:15	PST	193	P
USGS	11113000	2023-02-02 14:30	PST	193	P
