Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
44,U.C. Riverside,Los Angeles Basin,5/22/2022,142,0.23, ,0.00, ,682, ,13.2, ,78.1, ,56.8, ,64.8, ,84, ,41, ,63, ,52.0, ,4.6, ,111.2, ,67.8, 
44,U.C. Riverside,Los Angeles Basin,5/23/2022,143,0.21, ,0.00, ,651, ,13.7, ,77.4, ,52.2, ,63.1, ,93, ,46, ,69, ,52.9, ,3.9, ,94.0, ,68.5, 
44,U.C. Riverside,Los Angeles Basin,5/24/2022,144,0.25, ,0.00, ,712, ,14.7, ,86.1, ,56.1, ,68.5, ,93, ,37, ,62, ,55.0, ,4.2, ,100.1, ,70.0, 
44,U.C. Riverside,Los Angeles Basin,5/25/2022,145,0.26, ,0.00, ,728, ,15.1, ,85.0, ,55.8, ,69.7, ,91, ,39, ,61, ,55.7, ,4.4, ,104.5, ,71.1, 
44,U.C. Riverside,Los Angeles Basin,5/26/2022,146,0.24, ,0.00, ,699, ,14.9, ,84.9, ,56.9, ,67.2, ,92, ,40, ,65, ,55.3, ,4.5, ,107.1, ,71.7, 
44,U.C. Riverside,Los Angeles Basin,5/27/2022,147,0.17, ,0.00, ,525, ,13.8, ,79.4, ,54.6, ,63.4, ,93, ,40, ,69, ,53.1, ,4.1, ,98.3, ,71.1, 
44,U.C. Riverside,Los Angeles Basin,5/28/2022,148,0.08, ,0.00, ,267, ,13.8, ,68.0, ,54.9, ,60.1, ,92, ,62, ,78, ,53.1, ,4.2, ,101.3, ,69.4, 
44,U.C. Riverside,Los Angeles Basin,5/29/2022,149,0.21, ,0.00, ,635, ,13.4, ,72.7, ,57.3, ,63.6, ,89, ,51, ,67, ,52.4, ,4.9, ,116.8, ,68.6, 
44,U.C. Riverside,Los Angeles Basin,5/30/2022,150,0.18, ,0.00, ,538, ,13.2, ,77.3, ,52.9, ,63.0, ,94, ,42, ,67, ,51.9, ,4.0, ,96.6, ,68.9, 
44,U.C. Riverside,Los Angeles Basin,5/31/2022,151,0.24, ,0.00, ,716, ,12.8, ,80.6, ,53.1, ,66.4, ,88, ,36, ,58, ,51.1, ,4.2, ,100.1, ,69.7, 
44,U.C. Riverside,Los Angeles Basin,6/1/2022,152,0.27, ,0.00, ,741, ,13.1, ,91.8, ,56.1, ,71.7, ,80, ,18, ,49, ,51.8, ,4.3, ,102.4, ,70.8, 
44,U.C. Riverside,Los Angeles Basin,6/2/2022,153,0.26, ,0.00, ,719, ,14.6, ,88.1, ,55.9, ,70.1, ,90, ,30, ,58, ,54.6, ,4.1, ,98.6, ,71.7, 
44,U.C. Riverside,Los Angeles Basin,6/3/2022,154,0.20, ,0.00, ,603, ,15.4, ,81.7, ,58.0, ,66.4, ,96, ,40, ,70, ,56.2, ,4.5, ,107.1, ,72.0, 
44,U.C. Riverside,Los Angeles Basin,6/4/2022,155,0.20, ,0.00, ,627, ,15.5, ,78.0, ,58.8, ,66.0, ,91, ,48, ,71, ,56.3, ,4.9, ,117.3, ,71.5, 
44,U.C. Riverside,Los Angeles Basin,6/5/2022,156,0.20, ,0.00, ,608, ,15.5, ,81.1, ,60.6, ,68.0, ,86, ,45, ,66, ,56.4, ,4.3, ,103.0, ,71.1, 
44,U.C. Riverside,Los Angeles Basin,6/6/2022,157,0.25, ,0.00, ,722, ,15.9, ,84.8, ,59.4, ,71.2, ,80, ,42, ,61, ,57.0, ,4.0, ,96.4, ,72.1, 
44,U.C. Riverside,Los Angeles Basin,6/7/2022,158,0.25, ,0.00, ,716, ,17.4, ,86.7, ,60.7, ,72.5, ,94, ,41, ,64, ,59.5, ,4.1, ,99.1, ,73.3, 
44,U.C. Riverside,Los Angeles Basin,6/8/2022,159,0.25, ,0.00, ,700, ,16.9, ,89.2, ,60.2, ,72.9, ,97, ,34, ,61, ,58.8, ,3.8, ,90.8, ,73.9, 
44,U.C. Riverside,Los Angeles Basin,6/9/2022,160,0.26, ,0.00, ,701, ,17.4, ,93.7, ,59.7, ,74.6, ,95, ,33, ,59, ,59.5, ,4.0, ,95.6, ,74.3, 
44,U.C. Riverside,Los Angeles Basin,6/10/2022,161,0.27, ,0.00, ,699, ,16.6, ,93.6, ,63.8, ,78.2, ,84, ,29, ,50, ,58.2, ,4.1, ,98.3, ,75.1, 
44,U.C. Riverside,Los Angeles Basin,6/11/2022,162,0.28, ,0.00, ,731, ,15.2, ,92.1, ,62.8, ,77.0, ,82, ,30, ,48, ,55.9, ,4.1, ,97.6, ,74.6, 
44,U.C. Riverside,Los Angeles Basin,6/12/2022,163,0.27, ,0.00, ,748, ,14.9, ,89.4, ,62.0, ,74.2, ,77, ,30, ,52, ,55.3, ,4.4, ,106.0, ,73.4, 
44,U.C. Riverside,Los Angeles Basin,6/13/2022,164,0.22, ,0.00, ,682, ,16.5, ,79.6, ,60.2, ,68.2, ,90, ,50, ,70, ,58.1, ,5.2, ,124.3, ,73.6, 
44,U.C. Riverside,Los Angeles Basin,6/14/2022,165,0.25, ,0.00, ,716, ,16.2, ,86.1, ,62.3, ,71.5, ,84, ,38, ,61, ,57.6, ,4.6, ,109.6, ,74.1, 
44,U.C. Riverside,Los Angeles Basin,6/15/2022,166,0.26, ,0.00, ,740, ,16.6, ,92.8, ,60.7, ,73.5, ,85, ,31, ,59, ,58.3, ,4.2, ,100.1, ,74.4, 
44,U.C. Riverside,Los Angeles Basin,6/16/2022,167,0.26, ,0.00, ,736, ,17.1, ,90.2, ,60.4, ,72.3, ,90, ,34, ,63, ,59.1, ,4.5, ,109.1, ,74.7, 
44,U.C. Riverside,Los Angeles Basin,6/17/2022,168,0.25, ,0.00, ,730, ,15.4, ,81.8, ,59.3, ,68.6, ,90, ,32, ,65, ,56.2, ,5.2, ,124.5, ,74.8, 
44,U.C. Riverside,Los Angeles Basin,6/18/2022,169,0.25, ,0.00, ,753,R,12.1, ,78.2, ,57.8, ,66.6, ,78, ,35, ,54, ,49.6, ,5.1, ,121.7, ,72.5, 
44,U.C. Riverside,Los Angeles Basin,6/19/2022,170,0.26, ,0.00, ,770,R,11.2, ,83.4, ,54.8, ,68.2, ,86, ,24, ,48, ,47.5, ,4.5, ,107.1, ,69.8, 
44,U.C. Riverside,Los Angeles Basin,6/20/2022,171,0.30, ,0.00, ,769,R,8.4,Y,97.3, ,57.5, ,78.0, ,60, ,8, ,26,Y,39.9,Y,4.2, ,99.6, ,70.4, 
44,U.C. Riverside,Los Angeles Basin,6/21/2022,172,0.29, ,0.00, ,725, ,11.0, ,95.6, ,62.8, ,77.6, ,53, ,18, ,34, ,47.1, ,4.0, ,96.4, ,71.9, 
44,U.C. Riverside,Los Angeles Basin,6/22/2022,173,0.28, ,0.01, ,595, ,13.7, ,93.2, ,66.9, ,80.0, ,59, ,27, ,39, ,53.0, ,5.8,Y,139.6,Y,72.8, 
44,U.C. Riverside,Los Angeles Basin,6/23/2022,174,0.30, ,0.00, ,729, ,12.7, ,94.1, ,66.7, ,80.0, ,64, ,21, ,36, ,50.9, ,4.6, ,110.0, ,73.6, 
44,U.C. Riverside,Los Angeles Basin,6/24/2022,175,0.30, ,0.00, ,746, ,8.5,Y,95.8, ,63.0, ,79.8, ,40, ,17, ,24,Y,40.3,Y,4.4, ,105.8, ,73.4, 
44,U.C. Riverside,Los Angeles Basin,6/25/2022,176,0.30, ,0.00, ,766,R,8.9,Y,96.5, ,60.5, ,78.6, ,54, ,10, ,27,Y,41.5,Y,4.1, ,98.1, ,71.4, 
44,U.C. Riverside,Los Angeles Basin,6/26/2022,177,0.30,R,0.00, ,766,R,12.1, ,98.0, ,61.7, ,79.6, ,68, ,15, ,35, ,49.5, ,4.0, ,97.2, ,70.5, 
44,U.C. Riverside,Los Angeles Basin,6/27/2022,178,0.31, ,0.00, ,714, ,13.2, ,101.3, ,68.0, ,83.8, ,60, ,15, ,33, ,52.0, ,4.3, ,104.2, ,72.5, 
44,U.C. Riverside,Los Angeles Basin,6/28/2022,179,0.31, ,0.00, ,724, ,11.0, ,96.4, ,67.8, ,82.2, ,51, ,16, ,29, ,47.0, ,4.4, ,105.8, ,73.5, 
44,U.C. Riverside,Los Angeles Basin,6/29/2022,180,0.29, ,0.00, ,724, ,13.0, ,95.7, ,65.5, ,80.1, ,67, ,17, ,37, ,51.5, ,4.0, ,95.6, ,73.8, 
44,U.C. Riverside,Los Angeles Basin,6/30/2022,181,0.28, ,0.00, ,732, ,14.3, ,92.4, ,64.6, ,77.9, ,71, ,26, ,44, ,54.2, ,4.1, ,99.3, ,74.1, 
44,U.C. Riverside,Los Angeles Basin,7/1/2022,182,0.29, ,0.00, ,745, ,13.1, ,91.0, ,63.9, ,76.6, ,75, ,15, ,42, ,51.8, ,4.3, ,103.4, ,74.1, 
44,U.C. Riverside,Los Angeles Basin,7/2/2022,183,0.28, ,0.00, ,751,R,12.7, ,88.6, ,61.6, ,74.1, ,74, ,23, ,44, ,50.9, ,4.4, ,104.6, ,72.2, 
44,U.C. Riverside,Los Angeles Basin,7/3/2022,184,0.26, ,0.00, ,752,R,15.1, ,83.5, ,57.9, ,69.6, ,88, ,40, ,61, ,55.5, ,4.7, ,111.9, ,69.9, 
44,U.C. Riverside,Los Angeles Basin,7/4/2022,185,0.25, ,0.00, ,738, ,15.0, ,83.3, ,57.2, ,69.8, ,90, ,38, ,60, ,55.4, ,4.4, ,106.4, ,70.4, 
44,U.C. Riverside,Los Angeles Basin,7/5/2022,186,0.25, ,0.00, ,726, ,15.5, ,84.4, ,60.0, ,71.1, ,87, ,37, ,60, ,56.4, ,4.2, ,101.5, ,71.7, 
44,U.C. Riverside,Los Angeles Basin,7/6/2022,187,0.25, ,0.00, ,739, ,16.4, ,85.9, ,60.2, ,72.2, ,91, ,39, ,61, ,57.9, ,4.0, ,96.3, ,72.4, 
44,U.C. Riverside,Los Angeles Basin,7/7/2022,188,0.28, ,0.00, ,743, ,15.6, ,90.5, ,61.5, ,74.8, ,82, ,31, ,53, ,56.5, ,4.4, ,105.2, ,72.9, 
44,U.C. Riverside,Los Angeles Basin,7/8/2022,189,0.27, ,0.00, ,752,R,15.3, ,89.8, ,61.9, ,74.7, ,87, ,26, ,52, ,56.0, ,3.9, ,94.3, ,73.2, 
44,U.C. Riverside,Los Angeles Basin,7/9/2022,190,0.29, ,0.00, ,761,R,13.9, ,92.9, ,61.1, ,76.6, ,85, ,21, ,45, ,53.4, ,3.9, ,93.7, ,71.6, 
44,U.C. Riverside,Los Angeles Basin,7/10/2022,191,0.29, ,0.00, ,763,R,13.5, ,94.1, ,62.4, ,78.5, ,64, ,22, ,40, ,52.5, ,4.3, ,102.7, ,69.7, 
44,U.C. Riverside,Los Angeles Basin,7/11/2022,192,0.28, ,0.00, ,742,R,14.9, ,91.1, ,62.9, ,75.9, ,76, ,25, ,49, ,55.3, ,4.4, ,104.5, ,71.4, 
44,U.C. Riverside,Los Angeles Basin,7/12/2022,193,0.26, ,0.00, ,736, ,15.3, ,86.9, ,59.8, ,72.1, ,89, ,29, ,57, ,55.9, ,4.3, ,104.0, ,72.4, 
44,U.C. Riverside,Los Angeles Basin,7/13/2022,194,0.25, ,0.00, ,681, ,15.1, ,90.6, ,59.5, ,73.8, ,88, ,28, ,53, ,55.5, ,4.1, ,99.5, ,72.8, 
44,U.C. Riverside,Los Angeles Basin,7/14/2022,195,0.25, ,0.00, ,669, ,16.7, ,87.4, ,63.1, ,74.5, ,80, ,42, ,57, ,58.4, ,4.2, ,101.7, ,73.3, 
44,U.C. Riverside,Los Angeles Basin,7/15/2022,196,0.26, ,0.00, ,675, ,18.2, ,95.0, ,65.4, ,78.7, ,79, ,35, ,54, ,60.8, ,3.9, ,93.7, ,74.1, 
44,U.C. Riverside,Los Angeles Basin,7/16/2022,197,0.28, ,0.00, ,701, ,18.4, ,95.6, ,66.7, ,80.2, ,83, ,31, ,52, ,61.1, ,4.0, ,96.5, ,73.2, 
44,U.C. Riverside,Los Angeles Basin,7/17/2022,198,0.29, ,0.00, ,721, ,16.3, ,98.5, ,68.9, ,80.9, ,74, ,14, ,45, ,57.7, ,4.3, ,102.2, ,72.4, 
44,U.C. Riverside,Los Angeles Basin,7/18/2022,199,0.29, ,0.00, ,697, ,15.2, ,94.4, ,69.3, ,81.0, ,73, ,22, ,42, ,55.7, ,4.4, ,105.4, ,73.4, 
44,U.C. Riverside,Los Angeles Basin,7/19/2022,200,0.29, ,0.00, ,713, ,12.9, ,95.1, ,67.0, ,81.3, ,70, ,20, ,35, ,51.4, ,4.2, ,101.6, ,74.0, 
44,U.C. Riverside,Los Angeles Basin,7/20/2022,201,0.27, ,0.00, ,647, ,11.8, ,93.7, ,67.7, ,79.9, ,57, ,18, ,34, ,48.9, ,3.7, ,88.6, ,74.2, 
44,U.C. Riverside,Los Angeles Basin,7/21/2022,202,0.27, ,0.00, ,690, ,13.5, ,94.6, ,65.7, ,78.7, ,62, ,23, ,40, ,52.5, ,3.8, ,91.5, ,74.2, 
44,U.C. Riverside,Los Angeles Basin,7/22/2022,203,0.26, ,0.00, ,675, ,16.4, ,92.4, ,64.5, ,76.8, ,78, ,30, ,52, ,57.9, ,3.7, ,88.9, ,74.5, 
44,U.C. Riverside,Los Angeles Basin,7/23/2022,204,0.22, ,0.00, ,602, ,18.5, ,92.4, ,63.4, ,73.6, ,91, ,38, ,65, ,61.3, ,4.4, ,105.8, ,72.2, 
44,U.C. Riverside,Los Angeles Basin,7/24/2022,205,0.24, ,0.00, ,686, ,19.0, ,89.5, ,63.4, ,73.9, ,94, ,41, ,66, ,62.1, ,4.6, ,110.2, ,71.5, 
44,U.C. Riverside,Los Angeles Basin,7/25/2022,206,0.24, ,0.00, ,667, ,19.1, ,91.3, ,63.8, ,74.6, ,93, ,38, ,65, ,62.1, ,4.4, ,106.7, ,72.4, 
44,U.C. Riverside,Los Angeles Basin,7/26/2022,207,0.26, ,0.00, ,696, ,17.5, ,90.8, ,63.1, ,75.5, ,93, ,32, ,58, ,59.8, ,4.3, ,102.2, ,73.7, 
44,U.C. Riverside,Los Angeles Basin,7/27/2022,208,0.26, ,0.00, ,662, ,15.1, ,92.2, ,64.5, ,76.4, ,82, ,21, ,49, ,55.7, ,4.0, ,96.5, ,74.1, 
44,U.C. Riverside,Los Angeles Basin,7/28/2022,209,0.23, ,0.00, ,585, ,13.9, ,90.5, ,63.1, ,76.2, ,81, ,23, ,45, ,53.4, ,3.5, ,83.4, ,74.1, 
44,U.C. Riverside,Los Angeles Basin,7/29/2022,210,0.26, ,0.00, ,668, ,16.0, ,93.3, ,64.3, ,76.1, ,77, ,29, ,52, ,57.2, ,4.1, ,99.2, ,74.1, 
44,U.C. Riverside,Los Angeles Basin,7/30/2022,211,0.25, ,0.00, ,647, ,16.9, ,93.3, ,67.2, ,78.1, ,74, ,37, ,51, ,58.7, ,4.3, ,104.2, ,72.8, 
44,U.C. Riverside,Los Angeles Basin,7/31/2022,212,0.24, ,0.00, ,580, ,15.6, ,92.5, ,69.2, ,79.5, ,73, ,31, ,45, ,56.4, ,4.1, ,97.6, ,72.1, 
44,U.C. Riverside,Los Angeles Basin,8/1/2022,213,0.28, ,0.00, ,664, ,14.5, ,94.0, ,70.2, ,79.9, ,60, ,30, ,41, ,54.4, ,4.5, ,109.0, ,72.1, 
44,U.C. Riverside,Los Angeles Basin,8/2/2022,214,0.27, ,0.00, ,669, ,15.8, ,90.0, ,67.0, ,78.2, ,72, ,35, ,48, ,56.8, ,4.2, ,100.8, ,73.5, 
44,U.C. Riverside,Los Angeles Basin,8/3/2022,215,0.25, ,0.00, ,635, ,15.4, ,92.2, ,66.9, ,78.2, ,71, ,31, ,47, ,56.1, ,3.8, ,90.9, ,74.1, 
44,U.C. Riverside,Los Angeles Basin,8/4/2022,216,0.17, ,0.00, ,423, ,17.5, ,90.0, ,67.7, ,76.7, ,76, ,34, ,56, ,59.8, ,3.4, ,82.7, ,74.5, 
44,U.C. Riverside,Los Angeles Basin,8/5/2022,217,0.26, ,0.00, ,655, ,17.4, ,92.9, ,69.4, ,79.3, ,72, ,30, ,51, ,59.6, ,4.3, ,103.7, ,75.1, 
44,U.C. Riverside,Los Angeles Basin,8/6/2022,218,0.27, ,0.00, ,690, ,15.9, ,94.4, ,65.7, ,79.3, ,81, ,27, ,47, ,57.0, ,3.9, ,94.2, ,73.0, 
44,U.C. Riverside,Los Angeles Basin,8/7/2022,219,0.30, ,0.00, ,688, ,11.5, ,99.8, ,65.7, ,82.7, ,61, ,14, ,30, ,48.2, ,4.4, ,106.1, ,69.9, 
44,U.C. Riverside,Los Angeles Basin,8/8/2022,220,0.27, ,0.00, ,640, ,14.3, ,95.1, ,69.7, ,81.7, ,60, ,24, ,39, ,54.2, ,3.8, ,91.8, ,71.5, 
44,U.C. Riverside,Los Angeles Basin,8/9/2022,221,0.28, ,0.00, ,615, ,13.0, ,96.9, ,69.8, ,82.3, ,58, ,16, ,35, ,51.6, ,3.8, ,91.5, ,73.0, 
44,U.C. Riverside,Los Angeles Basin,8/10/2022,222,0.27, ,0.00, ,644, ,14.1, ,96.0, ,69.1, ,81.7, ,59, ,23, ,38, ,53.7, ,4.0, ,94.8, ,73.6, 
44,U.C. Riverside,Los Angeles Basin,8/11/2022,223,0.29, ,0.00, ,668, ,10.2, ,97.6, ,68.4, ,82.2, ,47, ,15, ,27, ,45.0, ,4.3, ,102.4, ,73.8, 
44,U.C. Riverside,Los Angeles Basin,8/12/2022,224,0.29, ,0.00, ,669, ,10.4, ,98.2, ,67.7, ,82.0, ,52, ,11, ,28, ,45.5, ,4.1, ,98.0, ,73.7, 
44,U.C. Riverside,Los Angeles Basin,8/13/2022,225,0.29, ,0.00, ,657, ,13.5, ,99.9, ,69.2, ,83.4, ,59, ,16, ,35, ,52.6, ,3.9, ,94.7, ,72.7, 
44,U.C. Riverside,Los Angeles Basin,8/14/2022,226,0.28, ,0.00, ,646, ,13.8, ,96.8, ,68.6, ,81.1, ,63, ,18, ,38, ,53.2, ,3.9, ,94.4, ,71.0, 
44,U.C. Riverside,Los Angeles Basin,8/15/2022,227,0.27, ,0.00, ,645, ,14.0, ,97.1, ,67.2, ,81.2, ,65, ,18, ,39, ,53.6, ,3.9, ,93.2, ,71.4, 
44,U.C. Riverside,Los Angeles Basin,8/16/2022,228,0.26, ,0.00, ,614, ,14.3, ,98.0, ,66.8, ,81.6, ,69, ,19, ,39, ,54.2, ,3.8, ,90.8, ,72.5, 
44,U.C. Riverside,Los Angeles Basin,8/17/2022,229,0.27, ,0.00, ,634, ,13.2, ,96.5, ,67.2, ,81.3, ,63, ,17, ,36, ,51.9, ,4.0, ,95.2, ,73.1, 
44,U.C. Riverside,Los Angeles Basin,8/18/2022,230,0.25, ,0.00, ,631, ,13.0, ,93.8, ,66.4, ,78.6, ,65, ,21, ,39, ,51.5, ,3.4, ,82.1, ,73.4, 
44,U.C. Riverside,Los Angeles Basin,8/19/2022,231,0.23, ,0.00, ,584, ,15.5, ,94.8, ,64.3, ,77.6, ,77, ,29, ,48, ,56.4, ,3.7, ,89.1, ,73.4, 
44,U.C. Riverside,Los Angeles Basin,8/20/2022,232,0.23, ,0.00, ,627, ,19.3, ,89.1, ,65.8, ,75.0, ,89, ,42, ,65, ,62.5, ,4.1, ,99.5, ,72.6, 
44,U.C. Riverside,Los Angeles Basin,8/21/2022,233,0.21, ,0.00, ,619, ,19.3, ,86.3, ,63.9, ,73.4, ,93, ,47, ,69, ,62.5, ,3.9, ,92.4, ,71.6, 
44,U.C. Riverside,Los Angeles Basin,8/22/2022,234,0.23, ,0.00, ,625, ,18.6, ,90.5, ,64.1, ,75.6, ,93, ,36, ,62, ,61.5, ,3.5, ,84.7, ,72.3, 
44,U.C. Riverside,Los Angeles Basin,8/23/2022,235,0.24, ,0.00, ,632, ,18.6, ,95.1, ,65.4, ,78.3, ,83, ,35, ,56, ,61.5, ,3.8, ,90.0, ,73.2, 
44,U.C. Riverside,Los Angeles Basin,8/24/2022,236,0.22, ,0.00, ,563, ,19.7, ,93.8, ,66.2, ,78.0, ,89, ,35, ,60, ,63.0, ,3.7, ,89.4, ,74.0, 
44,U.C. Riverside,Los Angeles Basin,8/25/2022,237,0.25, ,0.00, ,621, ,18.8, ,92.7, ,67.9, ,79.6, ,86, ,34, ,54, ,61.7, ,4.0, ,97.2, ,74.5, 
44,U.C. Riverside,Los Angeles Basin,8/26/2022,238,0.25, ,0.00, ,632, ,16.4, ,93.4, ,65.7, ,78.2, ,89, ,21, ,50, ,57.9, ,3.7, ,88.3, ,74.7, 
44,U.C. Riverside,Los Angeles Basin,8/27/2022,239,0.24, ,0.00, ,632, ,15.9, ,88.6, ,62.9, ,74.9, ,86, ,26, ,54, ,57.1, ,4.0, ,95.5, ,74.4, 
44,U.C. Riverside,Los Angeles Basin,8/28/2022,240,0.20, ,0.00, ,584, ,18.1, ,86.9, ,64.1, ,72.9, ,93, ,42, ,66, ,60.7, ,4.1, ,97.6, ,73.3, 
44,U.C. Riverside,Los Angeles Basin,8/29/2022,241,0.22, ,0.00, ,616, ,17.8, ,89.8, ,63.6, ,75.1, ,88, ,40, ,60, ,60.2, ,3.6, ,87.3, ,74.4, 
44,U.C. Riverside,Los Angeles Basin,8/30/2022,242,0.25,R,0.00, ,626, ,15.3, ,98.4, ,65.4, ,80.5, ,76, ,25, ,43, ,56.0, ,3.3, ,80.4, ,75.8, 
44,U.C. Riverside,Los Angeles Basin,8/31/2022,243,0.26, ,0.00, ,608, ,12.5, ,104.2, ,69.0, ,86.5, ,50, ,18, ,29, ,50.5, ,3.6, ,87.0, ,76.6, 
44,U.C. Riverside,Los Angeles Basin,9/1/2022,244,0.26,R,0.00, ,544, ,14.9, ,104.7, ,75.9,Y,87.7, ,56, ,18, ,33, ,55.3, ,3.6, ,85.8, ,77.6, 
44,U.C. Riverside,Los Angeles Basin,9/2/2022,245,0.23, ,0.00, ,542, ,18.2, ,103.2, ,73.0, ,86.2, ,63, ,24, ,43, ,60.9, ,3.4, ,82.4, ,78.3, 
44,U.C. Riverside,Los Angeles Basin,9/3/2022,246,0.27, ,0.00, ,586, ,20.2, ,103.3, ,74.6,Y,88.2, ,68, ,29, ,44, ,63.8, ,4.1, ,98.8, ,78.7, 
44,U.C. Riverside,Los Angeles Basin,9/4/2022,247,0.23, ,0.00, ,504, ,19.6, ,105.7, ,76.4,Y,88.0, ,62, ,23, ,43, ,62.9, ,3.9, ,92.4, ,78.4, 
44,U.C. Riverside,Los Angeles Basin,9/5/2022,248,0.26,R,0.00, ,590, ,20.1, ,105.6, ,74.4,Y,88.3, ,70, ,24, ,44, ,63.6, ,3.6, ,86.3, ,79.6, 
44,U.C. Riverside,Los Angeles Basin,9/6/2022,249,0.26, ,0.00, ,582, ,18.5, ,103.4, ,72.2, ,87.0, ,74, ,23, ,42, ,61.3, ,3.8, ,91.9, ,80.2, 
44,U.C. Riverside,Los Angeles Basin,9/7/2022,250,0.25, ,0.00, ,549, ,19.3, ,102.9, ,72.7, ,87.2, ,67, ,26, ,44, ,62.5, ,3.9, ,93.0, ,80.2, 
44,U.C. Riverside,Los Angeles Basin,9/8/2022,251,0.20, ,0.05, ,427, ,18.7, ,97.3, ,74.8,Y,86.0, ,77, ,29, ,44, ,61.6, ,3.6, ,85.7, ,80.3, 
44,U.C. Riverside,Los Angeles Basin,9/9/2022,252,0.09, ,0.16, ,160, ,21.1, ,90.5, ,72.1, ,81.5,H,96,H,39,H,58, ,65.1, ,5.4,R,128.7,R,79.5, 
44,U.C. Riverside,Los Angeles Basin,9/10/2022,253,0.04, ,0.00, ,176, ,24.7,Y,81.8, ,69.9, ,74.0, ,100, ,64, ,86,Y,69.6,Y,2.7,Y,65.2,Y,77.5, 
44,U.C. Riverside,Los Angeles Basin,9/11/2022,254,0.16, ,0.04, ,457, ,23.3,Y,89.1, ,70.8, ,76.0, ,94, ,48, ,76,Y,67.9,Y,2.8, ,67.8, ,77.1, 
44,U.C. Riverside,Los Angeles Basin,9/12/2022,255,0.13, ,0.56, ,389, ,22.8,Y,86.3, ,68.7, ,74.5, ,95, ,51, ,78,Y,67.3,Y,2.7,Y,63.9,Y,77.8, 
44,U.C. Riverside,Los Angeles Basin,9/13/2022,256,0.13,R,0.00, ,375, ,20.6,Y,83.3, ,68.2, ,74.0, ,97, ,53, ,72,Y,64.3,Y,3.2, ,76.9, ,77.9, 
44,U.C. Riverside,Los Angeles Basin,9/14/2022,257,0.19, ,0.00, ,579, ,18.2, ,83.4, ,63.1, ,71.2, ,96, ,44, ,70, ,60.9, ,3.5, ,83.8, ,77.3, 
44,U.C. Riverside,Los Angeles Basin,9/15/2022,258,0.19, ,0.00, ,569, ,16.6, ,82.2, ,63.7, ,70.7, ,87, ,38, ,65, ,58.3, ,3.5, ,83.5, ,76.8, 
44,U.C. Riverside,Los Angeles Basin,9/16/2022,259,0.19, ,0.00, ,585,R,16.8, ,82.8, ,60.0, ,69.7, ,97, ,37, ,68, ,58.6, ,3.4, ,81.5, ,76.0, 
44,U.C. Riverside,Los Angeles Basin,9/17/2022,260,0.13, ,0.00, ,432, ,17.5, ,80.5, ,61.0, ,67.8, ,99, ,47, ,76, ,59.8, ,3.2, ,76.1, ,73.9, 
44,U.C. Riverside,Los Angeles Basin,9/18/2022,261,0.18, ,0.00, ,554, ,15.6, ,80.1, ,60.8, ,68.1, ,90, ,43, ,66, ,56.5, ,3.8, ,90.6, ,71.5, 
44,U.C. Riverside,Los Angeles Basin,9/19/2022,262,0.17, ,0.00, ,528, ,15.3, ,83.1, ,58.2, ,68.2, ,94, ,34, ,65, ,56.0, ,3.3, ,80.3, ,71.6, 
44,U.C. Riverside,Los Angeles Basin,9/20/2022,263,0.18, ,0.00, ,567,R,16.0, ,84.7, ,59.9, ,70.0, ,94, ,33, ,64, ,57.2, ,3.6, ,87.5, ,72.5, 
44,U.C. Riverside,Los Angeles Basin,9/21/2022,264,0.19, ,0.00, ,573,R,14.4, ,82.4, ,58.6, ,69.2, ,94, ,29, ,59, ,54.4, ,3.5, ,84.5, ,72.9, 
44,U.C. Riverside,Los Angeles Basin,9/22/2022,265,0.20, ,0.00, ,584,R,11.7, ,90.2, ,55.9, ,72.1, ,81, ,18, ,44, ,48.8, ,3.4, ,81.5, ,72.6, 
44,U.C. Riverside,Los Angeles Basin,9/23/2022,266,0.21, ,0.00, ,536, ,13.2, ,94.2, ,62.1, ,77.4, ,69, ,25, ,41, ,51.9, ,3.5, ,84.5, ,73.3, 
44,U.C. Riverside,Los Angeles Basin,9/24/2022,267,0.21, ,0.00, ,525, ,13.5, ,94.3, ,65.0, ,78.5, ,62, ,30, ,40, ,52.5, ,3.8, ,90.4, ,73.1, 
44,U.C. Riverside,Los Angeles Basin,9/25/2022,268,0.21, ,0.00, ,533, ,11.5, ,94.7, ,63.8, ,78.4, ,50, ,25, ,34, ,48.1, ,3.6, ,86.5, ,70.7, 
44,U.C. Riverside,Los Angeles Basin,9/26/2022,269,0.21, ,0.00, ,521, ,13.3, ,96.3, ,66.0, ,79.8, ,57, ,24, ,38, ,52.1, ,3.5, ,83.2, ,71.9, 
44,U.C. Riverside,Los Angeles Basin,9/27/2022,270,0.21, ,0.00, ,539,R,14.5, ,100.0, ,66.3, ,81.5, ,66, ,18, ,39, ,54.5, ,3.6, ,86.4, ,73.2, 
